"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","UNEMP","TOT","PC_LF","Q","2019-Q1",8.66811,
"FRA","UNEMP","TOT","PC_LF","Q","2019-Q2",8.4382,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q4",3.610602,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q1",3.461091,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q2",3.450744,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q3",3.354191,
"DEU","UNEMP","TOT","PC_LF","Q","2018-Q4",3.268238,
"DEU","UNEMP","TOT","PC_LF","Q","2019-Q1",3.178717,
"DEU","UNEMP","TOT","PC_LF","Q","2019-Q2",3.070116,
"GRC","UNEMP","TOT","PC_LF","Q","2017-Q4",20.79664,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q1",20.10765,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q2",19.57128,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q3",19.09021,
"GRC","UNEMP","TOT","PC_LF","Q","2018-Q4",18.39574,
"GRC","UNEMP","TOT","PC_LF","Q","2019-Q1",18.16545,
"GRC","UNEMP","TOT","PC_LF","Q","2019-Q2",17.38341,
"HUN","UNEMP","TOT","PC_LF","Q","2017-Q4",3.885393,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q1",3.715664,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q2",3.639997,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q3",3.801455,
"HUN","UNEMP","TOT","PC_LF","Q","2018-Q4",3.676205,
"HUN","UNEMP","TOT","PC_LF","Q","2019-Q1",3.429382,
"HUN","UNEMP","TOT","PC_LF","Q","2019-Q2",3.410708,
"ISL","UNEMP","TOT","PC_LF","Q","2017-Q4",2.804025,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q1",2.882066,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q2",2.761165,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q3",2.474734,
"ISL","UNEMP","TOT","PC_LF","Q","2018-Q4",2.676202,
"ISL","UNEMP","TOT","PC_LF","Q","2019-Q1",2.736386,
"IRL","UNEMP","TOT","PC_LF","Q","2017-Q4",6.245686,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q1",6.051559,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q2",5.800561,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q3",5.61937,
"IRL","UNEMP","TOT","PC_LF","Q","2018-Q4",5.49272,
"IRL","UNEMP","TOT","PC_LF","Q","2019-Q1",5.023324,
"IRL","UNEMP","TOT","PC_LF","Q","2019-Q2",5.173915,
"ITA","UNEMP","TOT","PC_LF","Q","2017-Q4",10.82074,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q1",10.86693,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q2",10.86486,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q3",10.25657,
"ITA","UNEMP","TOT","PC_LF","Q","2018-Q4",10.44867,
"ITA","UNEMP","TOT","PC_LF","Q","2019-Q1",10.33581,
"ITA","UNEMP","TOT","PC_LF","Q","2019-Q2",9.938057,
"JPN","UNEMP","TOT","PC_LF","Q","2017-Q4",2.7,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q1",2.466667,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q2",2.433333,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q3",2.433333,
"JPN","UNEMP","TOT","PC_LF","Q","2018-Q4",2.433333,
"JPN","UNEMP","TOT","PC_LF","Q","2019-Q1",2.433333,
"JPN","UNEMP","TOT","PC_LF","Q","2019-Q2",2.366667,
"KOR","UNEMP","TOT","PC_LF","Q","2017-Q4",3.666667,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.733333,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.833333,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q3",3.966667,
"KOR","UNEMP","TOT","PC_LF","Q","2018-Q4",3.833333,
"KOR","UNEMP","TOT","PC_LF","Q","2019-Q1",3.966667,
"KOR","UNEMP","TOT","PC_LF","Q","2019-Q2",4.033333,
"KOR","UNEMP","TOT","PC_LF","Q","2019-Q3",3.5,
"LUX","UNEMP","TOT","PC_LF","Q","2017-Q4",5.187208,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q1",5.55435,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q2",5.482928,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q3",6.032629,
"LUX","UNEMP","TOT","PC_LF","Q","2018-Q4",5.262393,
"LUX","UNEMP","TOT","PC_LF","Q","2019-Q1",5.416922,
"LUX","UNEMP","TOT","PC_LF","Q","2019-Q2",5.314292,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q4",3.425703,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q1",3.245485,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q2",3.306566,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q3",3.297553,
"MEX","UNEMP","TOT","PC_LF","Q","2018-Q4",3.352627,
"MEX","UNEMP","TOT","PC_LF","Q","2019-Q1",3.490954,
"MEX","UNEMP","TOT","PC_LF","Q","2019-Q2",3.494735,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q4",4.406731,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q1",4.122416,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q2",3.902471,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q3",3.727788,
"NLD","UNEMP","TOT","PC_LF","Q","2018-Q4",3.572889,
"NLD","UNEMP","TOT","PC_LF","Q","2019-Q1",3.466767,
"NLD","UNEMP","TOT","PC_LF","Q","2019-Q2",3.315988,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q4",4.5,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q1",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q2",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q3",4,
"NZL","UNEMP","TOT","PC_LF","Q","2018-Q4",4.3,
"NZL","UNEMP","TOT","PC_LF","Q","2019-Q1",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","2019-Q2",3.9,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q4",3.922429,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.756046,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.744965,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.006791,
"NOR","UNEMP","TOT","PC_LF","Q","2018-Q4",3.692223,
"NOR","UNEMP","TOT","PC_LF","Q","2019-Q1",3.627744,
"NOR","UNEMP","TOT","PC_LF","Q","2019-Q2",3.349374,
"POL","UNEMP","TOT","PC_LF","Q","2017-Q4",4.433535,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q1",4.084571,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q2",3.843129,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q3",3.826249,
"POL","UNEMP","TOT","PC_LF","Q","2018-Q4",3.625855,
"POL","UNEMP","TOT","PC_LF","Q","2019-Q1",3.739147,
"POL","UNEMP","TOT","PC_LF","Q","2019-Q2",3.475157,
"PRT","UNEMP","TOT","PC_LF","Q","2017-Q4",8.008657,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q1",7.535947,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q2",6.974305,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q3",6.841149,
"PRT","UNEMP","TOT","PC_LF","Q","2018-Q4",6.621502,
"PRT","UNEMP","TOT","PC_LF","Q","2019-Q1",6.476873,
"PRT","UNEMP","TOT","PC_LF","Q","2019-Q2",6.487797,
"SVK","UNEMP","TOT","PC_LF","Q","2017-Q4",7.602857,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q1",7.097785,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q2",6.704004,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q3",6.311964,
"SVK","UNEMP","TOT","PC_LF","Q","2018-Q4",6.037065,
"SVK","UNEMP","TOT","PC_LF","Q","2019-Q1",5.792695,
"SVK","UNEMP","TOT","PC_LF","Q","2019-Q2",5.678141,
"ESP","UNEMP","TOT","PC_LF","Q","2017-Q4",16.53942,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q1",16.0873,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q2",15.41139,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q3",14.97392,
"ESP","UNEMP","TOT","PC_LF","Q","2018-Q4",14.55177,
"ESP","UNEMP","TOT","PC_LF","Q","2019-Q1",14.26531,
"ESP","UNEMP","TOT","PC_LF","Q","2019-Q2",14.13237,
"SWE","UNEMP","TOT","PC_LF","Q","2017-Q4",6.609087,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q1",6.339897,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q2",6.374687,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q3",6.39307,
"SWE","UNEMP","TOT","PC_LF","Q","2018-Q4",6.277848,
"SWE","UNEMP","TOT","PC_LF","Q","2019-Q1",6.453392,
"SWE","UNEMP","TOT","PC_LF","Q","2019-Q2",6.464712,
"CHE","UNEMP","TOT","PC_LF","Q","2017-Q4",4.674401,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q1",4.948959,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q2",4.795905,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q3",4.388571,
"CHE","UNEMP","TOT","PC_LF","Q","2018-Q4",4.71931,
"CHE","UNEMP","TOT","PC_LF","Q","2019-Q1",4.685133,
"CHE","UNEMP","TOT","PC_LF","Q","2019-Q2",4.338442,
"TUR","UNEMP","TOT","PC_LF","Q","2017-Q4",10.15523,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q1",9.68301,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q2",10.50477,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q3",11.21462,
"TUR","UNEMP","TOT","PC_LF","Q","2018-Q4",12.14004,
"TUR","UNEMP","TOT","PC_LF","Q","2019-Q1",13.40065,
"TUR","UNEMP","TOT","PC_LF","Q","2019-Q2",13.84195,
"GBR","UNEMP","TOT","PC_LF","Q","2017-Q4",4.227265,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q1",4.143124,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q2",3.955301,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.012631,
"GBR","UNEMP","TOT","PC_LF","Q","2018-Q4",3.873369,
"GBR","UNEMP","TOT","PC_LF","Q","2019-Q1",3.728681,
"GBR","UNEMP","TOT","PC_LF","Q","2019-Q2",3.764824,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q4",4.133333,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q1",4.066667,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q2",3.9,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q3",3.8,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q4",3.8,
"USA","UNEMP","TOT","PC_LF","Q","2019-Q1",3.866667,
"USA","UNEMP","TOT","PC_LF","Q","2019-Q2",3.633333,
"USA","UNEMP","TOT","PC_LF","Q","2019-Q3",3.633333,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q4",6.814633,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q1",6.928957,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q2",6.853381,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q3",6.885853,
"CHL","UNEMP","TOT","PC_LF","Q","2018-Q4",7.203966,
"CHL","UNEMP","TOT","PC_LF","Q","2019-Q1",6.877528,
"CHL","UNEMP","TOT","PC_LF","Q","2019-Q2",6.811338,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q4",5.383998,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q1",6.521063,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q2",5.082857,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q3",5.396874,
"EST","UNEMP","TOT","PC_LF","Q","2018-Q4",4.488503,
"EST","UNEMP","TOT","PC_LF","Q","2019-Q1",4.476165,
"EST","UNEMP","TOT","PC_LF","Q","2019-Q2",5.077614,
"ISR","UNEMP","TOT","PC_LF","Q","2017-Q4",4.070196,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q1",3.716061,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q2",4.016804,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q3",4.110307,
"ISR","UNEMP","TOT","PC_LF","Q","2018-Q4",4.159322,
"ISR","UNEMP","TOT","PC_LF","Q","2019-Q1",4.018929,
"ISR","UNEMP","TOT","PC_LF","Q","2019-Q2",3.857235,
"RUS","UNEMP","TOT","PC_LF","Q","2017-Q4",5.061583,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q1",4.825319,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q2",4.808205,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q3",4.799224,
"RUS","UNEMP","TOT","PC_LF","Q","2018-Q4",4.774199,
"RUS","UNEMP","TOT","PC_LF","Q","2019-Q1",4.593402,
"RUS","UNEMP","TOT","PC_LF","Q","2019-Q2",4.613726,
"SVN","UNEMP","TOT","PC_LF","Q","2017-Q4",5.881619,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q1",5.486485,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q2",5.37604,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q3",5.100604,
"SVN","UNEMP","TOT","PC_LF","Q","2018-Q4",4.46138,
"SVN","UNEMP","TOT","PC_LF","Q","2019-Q1",4.33403,
"SVN","UNEMP","TOT","PC_LF","Q","2019-Q2",4.340584,
"ZAF","UNEMP","TOT","PC_LF","Q","2017-Q4",27.39172,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q1",26.49504,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q2",26.9481,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q3",27.23594,
"ZAF","UNEMP","TOT","PC_LF","Q","2018-Q4",27.81529,
"ZAF","UNEMP","TOT","PC_LF","Q","2019-Q1",27.26342,
"ZAF","UNEMP","TOT","PC_LF","Q","2019-Q2",28.68998,
"EU28","UNEMP","TOT","PC_LF","Q","2017-Q4",7.282695,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q1",7.094655,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q2",6.898473,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q3",6.728753,
"EU28","UNEMP","TOT","PC_LF","Q","2018-Q4",6.598122,
"EU28","UNEMP","TOT","PC_LF","Q","2019-Q1",6.434382,
"EU28","UNEMP","TOT","PC_LF","Q","2019-Q2",6.297818,
"OECD","UNEMP","TOT","PC_LF","Q","2017-Q4",5.512805,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q1",5.380293,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q2",5.309989,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q3",5.258718,
"OECD","UNEMP","TOT","PC_LF","Q","2018-Q4",5.230479,"B"
"OECD","UNEMP","TOT","PC_LF","Q","2019-Q1",5.292688,
"OECD","UNEMP","TOT","PC_LF","Q","2019-Q2",5.183381,"E"
"EA19","UNEMP","TOT","PC_LF","Q","2017-Q4",8.674644,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q1",8.486481,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q2",8.287798,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q3",8.041402,
"EA19","UNEMP","TOT","PC_LF","Q","2018-Q4",7.895154,
"EA19","UNEMP","TOT","PC_LF","Q","2019-Q1",7.720978,
"EA19","UNEMP","TOT","PC_LF","Q","2019-Q2",7.523314,
"COL","UNEMP","TOT","PC_LF","Q","2017-Q4",9.501351,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q1",9.433808,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q2",9.63926,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q3",9.599468,
"COL","UNEMP","TOT","PC_LF","Q","2018-Q4",10.19011,
"COL","UNEMP","TOT","PC_LF","Q","2019-Q1",10.43988,
"COL","UNEMP","TOT","PC_LF","Q","2019-Q2",10.32675,
"LVA","UNEMP","TOT","PC_LF","Q","2017-Q4",8.134927,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q1",8.122128,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q2",7.644359,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q3",7.013218,
"LVA","UNEMP","TOT","PC_LF","Q","2018-Q4",6.862058,
"LVA","UNEMP","TOT","PC_LF","Q","2019-Q1",6.841075,
"LVA","UNEMP","TOT","PC_LF","Q","2019-Q2",6.336022,
"LTU","UNEMP","TOT","PC_LF","Q","2017-Q4",6.758868,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q1",6.669355,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q2",6.011587,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q3",5.865829,
"LTU","UNEMP","TOT","PC_LF","Q","2018-Q4",6.041206,
"LTU","UNEMP","TOT","PC_LF","Q","2019-Q1",6.218314,
"LTU","UNEMP","TOT","PC_LF","Q","2019-Q2",6.144924,
